Document Class (determined),Coverage Start,Coverage End,Coverage Days,New Filename,Folder,Original Filename,MiEnviro Category,MiEnviro Document Class (prior),Class Changed,MiEnviro DocDate,Document Mgmt ID,MiEnviro Original Name,MiEnviro Deep Link,Pages,Text Source,Determination Basis,Confidence,Adjudicated by Claude,SHA256,Bytes
DMR / Monthly Monitoring,2018-09-01,2018-09-30,30,2018-09-01 to 2018-09-30 0343_2018-10-18_DMR Daily - MI0020257 _09_01_2018_to_09_30_2018_V1.pdf,DMR - Monthly Monitoring,0343_2018-10-18_DMR Daily - MI0020257 _09_01_2018_to_09_30_2018_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2018-10-18,-5369706285084473786,DMR Daily - MI0020257 _09_01_2018_to_09_30_2018_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-5369706285084473786,6,embedded text,"Daily DMR, stated period 9/1/2018-9/30/2018",high,,1de9031268c995504f323f0465091b870bd51087ef8d1a4b72a73c580209c55a,122147
DMR / Monthly Monitoring,2018-09-01,2018-09-30,30,2018-09-01 to 2018-09-30 0344_2018-10-18_DMR Summary - MI0020257 _09_01_2018_to_09_30_2018_V1.pdf,DMR - Monthly Monitoring,0344_2018-10-18_DMR Summary - MI0020257 _09_01_2018_to_09_30_2018_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2018-10-18,-1700270472071699743,DMR Summary - MI0020257 _09_01_2018_to_09_30_2018_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/-1700270472071699743,4,embedded text,"DMR summary, stated period 9/1/2018-9/30/2018",high,,90beef2be8655e194eae5235dc895d630d8da027544e9257ee64c1e2854d5c72,102864
DMR / Monthly Monitoring,2018-10-01,2018-10-31,31,2018-10-01 to 2018-10-31 0375_2018-11-13_DMR Daily - MI0020257 _10_01_2018_to_10_31_2018_V1.pdf,DMR - Monthly Monitoring,0375_2018-11-13_DMR Daily - MI0020257 _10_01_2018_to_10_31_2018_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2018-11-13,4483220564335637102,DMR Daily - MI0020257 _10_01_2018_to_10_31_2018_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/4483220564335637102,6,embedded text,"Daily DMR, stated period 10/1/2018-10/31/2018",high,,0c5a0a71c4b1dbf7a33f2e4b4b1b086b0dcc86f3aa6613150784be16a60945b5,122963
DMR / Monthly Monitoring,2018-10-01,2018-10-31,31,2018-10-01 to 2018-10-31 0376_2018-11-13_DMR Summary - MI0020257 _10_01_2018_to_10_31_2018_V1.pdf,DMR - Monthly Monitoring,0376_2018-11-13_DMR Summary - MI0020257 _10_01_2018_to_10_31_2018_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2018-11-13,8871183022449392714,DMR Summary - MI0020257 _10_01_2018_to_10_31_2018_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/8871183022449392714,4,embedded text,"DMR summary, stated period 10/1/2018-10/31/2018",high,,603d7b287597364807b1168c9d69e179fbc08ce89eb68cb90169f57dee6205be,102867
DMR / Monthly Monitoring,2018-11-01,2018-11-30,30,2018-11-01 to 2018-11-30 0390_2018-12-17_DMR Daily - MI0020257 _11_01_2018_to_11_30_2018_V1.pdf,DMR - Monthly Monitoring,0390_2018-12-17_DMR Daily - MI0020257 _11_01_2018_to_11_30_2018_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2018-12-17,9001640786026547344,DMR Daily - MI0020257 _11_01_2018_to_11_30_2018_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/9001640786026547344,6,embedded text,"Daily DMR form, stated DMR period 11/1/2018-11/30/2018",high,,ae4d266428e60573398e0852c790a0828d57cd79678a9794a6aa51ec46f14efd,122162
DMR / Monthly Monitoring,2018-11-01,2018-11-30,30,2018-11-01 to 2018-11-30 0391_2018-12-17_DMR Summary - MI0020257 _11_01_2018_to_11_30_2018_V1.pdf,DMR - Monthly Monitoring,0391_2018-12-17_DMR Summary - MI0020257 _11_01_2018_to_11_30_2018_V1.pdf,Schedule - DMR Documents,DMR / Monthly Monitoring,,2018-12-17,10391921127036499,DMR Summary - MI0020257 _11_01_2018_to_11_30_2018_V1.docx,https://mienviro.michigan.gov/ncore/downloadpdf/10391921127036499,4,embedded text,"DMR summary form, stated DMR period 11/1/2018-11/30/2018",high,,ff8c8fee23bf4312c490f2f59e8de5fb50bf0cc1b72943d16b107e31dc40a924,109871
Industrial Pretreatment / IPP,2010-01-01,2010-12-31,365,2010-01-01 to 2010-12-31 0010_2011-04-29_CA Cadillac WWTP IPP Annual Report 2010.pdf,Industrial Pretreatment - IPP,0010_2011-04-29_CA Cadillac WWTP IPP Annual Report 2010.pdf,Conversion - Permit,Industrial Pretreatment / IPP,,2011-04-29,6066649281144654349,CA Cadillac WWTP IPP Annual Report 2010.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/6066649281144654349,44,OCR (tesseract),IPP annual report for calendar year 2010,high,,17b0693232f3a7a14cafbb4a97819d119143fc4ca58436c89824a1a01b6b04e1,2711745
Industrial Pretreatment / IPP,2011-01-01,2011-12-31,365,2011-01-01 to 2011-12-31 0033_2013-06-07_Cadillac WWTP IPP 2011.pdf,Industrial Pretreatment - IPP,0033_2013-06-07_Cadillac WWTP IPP 2011.pdf,Conversion - Permit,Industrial Pretreatment / IPP,,2013-06-07,7597357992452969174,Cadillac WWTP IPP 2011.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/7597357992452969174,50,OCR (tesseract),"MIPP annual report, stated reporting period January-December 2011",high,,8191c7e18aac4f155de74b11e2233529db07192506e5b38ba238ae3e5a3a44fa,2936846
Industrial Pretreatment / IPP,2012-03-26,2012-03-26,1,2012-03-26 to 2012-03-26 0017_2012-03-26_Cadillac WWTP SIU Information.pdf,Industrial Pretreatment - IPP,0017_2012-03-26_Cadillac WWTP SIU Information.pdf,Conversion - Compliance Action,Industrial Pretreatment / IPP,,2012-03-26,2606761043345214758,Cadillac WWTP SIU Information.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/2606761043345214758,11,OCR (tesseract),"Significant Industrial User information pages, pretreatment standards",high,,4e9a0cdf01891e70d6ba197d3ed3a96d1949ca777ff58e7a0cd26818ff307846,498131
Industrial Pretreatment / IPP,2012-03-26,2012-03-26,1,2012-03-26 to 2012-03-26 0018_2012-03-26_Cadillac WWTP Septage Information.pdf,Industrial Pretreatment - IPP,0018_2012-03-26_Cadillac WWTP Septage Information.pdf,Conversion - Compliance Action,Compliance / Enforcement,YES,2012-03-26,-605910068122278034,Cadillac WWTP Septage Information.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-605910068122278034,16,OCR (tesseract),Septage and nondomestic wastewater section of application,medium,,760656b79f1f4e150bc02ea7de18ba062ed4898461513cea98d059031b163b51,948370
Industrial Pretreatment / IPP,2015-05-13,2015-05-13,1,2015-05-13 to 2015-05-13 0087_2015-05-13_Pre-Inspection Report.pdf,Industrial Pretreatment - IPP,0087_2015-05-13_Pre-Inspection Report.pdf,Conversion - Eval,Industrial Pretreatment / IPP,,2015-05-13,-3430155575482837490,Pre-Inspection Report.doc,https://mienviro.michigan.gov/ncore/downloadpdf/-3430155575482837490,7,embedded text,Pre-inspection report for Pretreatment Compliance Inspection 57515,high,,3da57e8018fbdeb2474b90c359352df532d2b0d46fbb00e591841182ae0b49e2,119143
Industrial Pretreatment / IPP,2015-05-13,2015-05-13,1,2015-05-13 to 2015-05-13 Pre-Inspection Report-2.pdf,Industrial Pretreatment - IPP,Pre-Inspection Report-2.pdf,,,NEW - not in manifest,,,,,7,embedded text,Pre-inspection report for Pretreatment Compliance Inspection 57515,medium,,3da57e8018fbdeb2474b90c359352df532d2b0d46fbb00e591841182ae0b49e2,119143
Industrial Pretreatment / IPP,2015-05-13,2015-05-13,1,2015-05-13 to 2015-05-13 Pre-Inspection Report-2013-1.pdf,Industrial Pretreatment - IPP,Pre-Inspection Report-2013-1.pdf,,,NEW - not in manifest,,,,,7,embedded text,Pre-inspection report for Pretreatment Compliance Inspection 57515,medium,,3da57e8018fbdeb2474b90c359352df532d2b0d46fbb00e591841182ae0b49e2,119143
Industrial Pretreatment / IPP,2015-05-13,2015-05-13,1,2015-05-13 to 2015-05-13 Pre-Inspection Report-2013.pdf,Industrial Pretreatment - IPP,Pre-Inspection Report-2013.pdf,,,NEW - not in manifest,,,,,7,embedded text,Pre-inspection report for Pretreatment Compliance Inspection 57515,medium,,3da57e8018fbdeb2474b90c359352df532d2b0d46fbb00e591841182ae0b49e2,119143
Industrial Pretreatment / IPP,2015-05-13,2015-05-13,1,2015-05-13 to 2015-05-13 Pre-Inspection Report-4.pdf,Industrial Pretreatment - IPP,Pre-Inspection Report-4.pdf,,,NEW - not in manifest,,,,,7,embedded text,Pre-inspection report for Pretreatment Compliance Inspection 57515,medium,,3da57e8018fbdeb2474b90c359352df532d2b0d46fbb00e591841182ae0b49e2,119143
Industrial Pretreatment / IPP,2015-05-13,2015-05-13,1,2015-05-13 to 2015-05-13 Pre-Inspection Report-5.pdf,Industrial Pretreatment - IPP,Pre-Inspection Report-5.pdf,,,NEW - not in manifest,,,,,7,embedded text,Pre-inspection report for Pretreatment Compliance Inspection 57515,medium,,3da57e8018fbdeb2474b90c359352df532d2b0d46fbb00e591841182ae0b49e2,119143
Industrial Pretreatment / IPP,2015-05-13,2015-05-13,1,2015-05-13 to 2015-05-13 Pre-Inspection Report-6.pdf,Industrial Pretreatment - IPP,Pre-Inspection Report-6.pdf,,,NEW - not in manifest,,,,,7,embedded text,Pre-inspection report for Pretreatment Compliance Inspection 57515,medium,,3da57e8018fbdeb2474b90c359352df532d2b0d46fbb00e591841182ae0b49e2,119143
Industrial Pretreatment / IPP,2015-05-14,2015-05-14,1,2015-05-14 to 2015-05-14 0088_2015-06-15_IPP Profile.pdf,Industrial Pretreatment - IPP,0088_2015-06-15_IPP Profile.pdf,Conversion - Application / Request,Industrial Pretreatment / IPP,,2015-06-15,-7233250038345395334,IPP Profile.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-7233250038345395334,4,OCR (tesseract),DEQ Industrial Pretreatment Program profile completed for May 2015 PCI,high,,3d6cd5e0a57bed064fbc15d56f0f82fe356b49671b70358a5222484ac0803013,893152
Industrial Pretreatment / IPP,2015-05-14,2015-05-14,1,2015-05-14 to 2015-05-14 0089_2015-06-15_IU Form 1.pdf,Industrial Pretreatment - IPP,0089_2015-06-15_IU Form 1.pdf,Conversion - Application / Request,Industrial Pretreatment / IPP,,2015-06-15,2395269267701377445,IU Form 1.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/2395269267701377445,5,OCR (tesseract),Industrial user review form completed during May 14 2015 PCI,high,,4ef1028850304c56dccfc0621482b4c0c62372f1e7dec26bdcd555fc21a7e027,454914
Industrial Pretreatment / IPP,2015-05-14,2015-05-14,1,2015-05-14 to 2015-05-14 0090_2015-06-15_IU Form 2.pdf,Industrial Pretreatment - IPP,0090_2015-06-15_IU Form 2.pdf,Conversion - Application / Request,Industrial Pretreatment / IPP,,2015-06-15,2151347118259606317,IU Form 2.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/2151347118259606317,6,OCR (tesseract),Categorical industrial user review form from May 14 2015 PCI,high,,9f84067f8dd2aa93d43e6e0c0777c3008e0d7df1cf37e8e0798c83c0d72e8612,1233526
Industrial Pretreatment / IPP,2015-05-14,2015-05-14,1,2015-05-14 to 2015-05-14 0091_2015-06-15_Interview Jill Notes.pdf,Industrial Pretreatment - IPP,0091_2015-06-15_Interview Jill Notes.pdf,Conversion - Application / Request,Industrial Pretreatment / IPP,,2015-06-15,-3501506775905898877,Interview Jill Notes.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-3501506775905898877,6,OCR (tesseract),"Pretreatment Compliance Inspection interview notes, inspector Edelbrock",high,,05788837212e56136be5c723b97e92f59ee2494f034b363061655996c6260f5f,1117808
Industrial Pretreatment / IPP,2015-05-14,2015-05-14,1,2015-05-14 to 2015-05-14 0092_2015-06-15_Interview Julie Notes.pdf,Industrial Pretreatment - IPP,0092_2015-06-15_Interview Julie Notes.pdf,Conversion - Application / Request,Industrial Pretreatment / IPP,,2015-06-15,-2886740339491395619,Interview Julie Notes.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/-2886740339491395619,8,OCR (tesseract),"Pretreatment Compliance Inspection interview notes, inspector Lowe",high,,4158539aa92412ec1ebb75366253f80237c97c4dc63909aff32617f9ef0a242c,1123127
Industrial Pretreatment / IPP,2015-05-14,2015-06-26,44,2015-05-14 to 2015-06-26 0093_2015-06-25_Gen'l Inspection Transmittal.pdf,Industrial Pretreatment - IPP,0093_2015-06-25_Gen'l Inspection Transmittal.pdf,Conversion - Eval,Industrial Pretreatment / IPP,,2015-06-25,-4772097310601120319,Gen'l Inspection Transmittal.doc,https://mienviro.michigan.gov/ncore/downloadpdf/-4772097310601120319,2,embedded text,Transmittal letter reporting May 14 2015 Pretreatment Compliance Inspection findings,high,,6d0dbb1031e5d274a235d843a934959702e3b844552a5338de7e6a1e5ab1a058,111485
Industrial Pretreatment / IPP,2017-01-01,2017-12-31,365,2017-01-01 to 2017-12-31 0245_2018-03-28_HNB-J69X-W1FHA V1.pdf,Industrial Pretreatment - IPP,0245_2018-03-28_HNB-J69X-W1FHA V1.pdf,Misc. Application and Request Docs,Industrial Pretreatment / IPP,,2018-03-28,-6666933816233107755,HNB-J69X-W1FHA V1.pdf v1,https://mienviro.michigan.gov/ncore/downloadpdf/-6666933816233107755,2,embedded text,IPP Annual Report submission; reporting period previous calendar year 2017,high,,120dbeb59d521dfe4b204dc7473c6d58b6c250fe77a1c0925ce1475cdc2ebbee,288966
Industrial Pretreatment / IPP,2017-01-01,2017-12-31,365,2017-01-01 to 2017-12-31 0246_2018-03-28_Notice of SNC.pdf,Industrial Pretreatment - IPP,0246_2018-03-28_Notice of SNC.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-03-28,-3545021326186909476,Notice of SNC.jpg v1,https://mienviro.michigan.gov/ncore/downloadpdf/-3545021326186909476,1,OCR (tesseract),"Public notice of SIU significant noncompliance, IPP annual report attachment",medium,,99a3b1774a761b68a37c5536c0f304f3711c8fdc2792d22d6a50fd845becfefb,90896
Industrial Pretreatment / IPP,2017-01-01,2017-12-31,365,2017-01-01 to 2017-12-31 0247_2018-03-28_POTW_Monitoring_Data_Summary.pdf,Industrial Pretreatment - IPP,0247_2018-03-28_POTW_Monitoring_Data_Summary.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-03-28,-6012504194437617428,POTW_Monitoring_Data_Summary.xlsx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-6012504194437617428,4,embedded text,"POTW local limits and monitoring data summary, IPP annual report attachment",medium,,f19a204ea65ec5f6be8b3535729f369ea7d6ebc115224680615a89667b78c923,73449
Industrial Pretreatment / IPP,2017-01-01,2017-12-31,365,2017-01-01 to 2017-12-31 0248_2018-03-28_POTW_Oversight_Table.pdf,Industrial Pretreatment - IPP,0248_2018-03-28_POTW_Oversight_Table.pdf,Applicant Attachments,Industrial Pretreatment / IPP,,2018-03-28,-2139264245510326741,POTW_Oversight_Table.xlsx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-2139264245510326741,14,embedded text,SIU/CIU oversight table with permit status and 2017 compliance,medium,,4d20ff2cea097b75992e4e5cb2a8ed159e482c0867ad1d5b93ba7d7749a34002,48518
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0158_2017-04-03_AAR 6th.pdf,Industrial Pretreatment - IPP,0158_2017-04-03_AAR 6th.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,-5693104588523843213,AAR 6th.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-5693104588523843213,1,embedded text,"Significant Industrial User information sheet, AAR 6th Avenue",high,,c0283e233bd31457ab5379cbad13fda56fbc9181b6784ee88715dcef57fb85dd,56212
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0159_2017-04-03_AAR Facility.pdf,Industrial Pretreatment - IPP,0159_2017-04-03_AAR Facility.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,-910355065678437940,AAR Facility.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-910355065678437940,1,embedded text,"Significant Industrial User information sheet, AAR Facility",high,,f499bfd3d0fa5e383814f95c8493cc49156414ac8cc95e4793c68bb6eb7e5707,56647
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0160_2017-04-03_AAR Rinse Tank.pdf,Industrial Pretreatment - IPP,0160_2017-04-03_AAR Rinse Tank.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,4079635351094952055,AAR Rinse Tank.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/4079635351094952055,1,embedded text,"Significant Industrial User information sheet, AAR Rinse Tank",high,,2eb315e776cb91f0742581ebfe873b1b8b617c09789692da884d01efbf6af06c,56660
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0161_2017-04-03_ARVCO.pdf,Industrial Pretreatment - IPP,0161_2017-04-03_ARVCO.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,-5800382166597688800,ARVCO.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-5800382166597688800,1,embedded text,"Significant Industrial User information sheet, Arvco",high,,dc6e12adf24b444a52704f199f577fa91f38d5a9b247fe310cde84110ea7aee6,56592
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0162_2017-04-03_AVON 2 5th St Manhole.pdf,Industrial Pretreatment - IPP,0162_2017-04-03_AVON 2 5th St Manhole.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,3858403373487489303,AVON 2 5th St Manhole.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/3858403373487489303,1,embedded text,"Significant Industrial User information sheet, Avon 590-06B",high,,d6c8d12f1adee040bfd4cc017094269f82bac17a6d8bb7c58ff0fabd45841cf5,56100
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0163_2017-04-03_AVON Protection.pdf,Industrial Pretreatment - IPP,0163_2017-04-03_AVON Protection.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,-5563635413840106744,AVON Protection.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-5563635413840106744,1,embedded text,"Significant Industrial User information sheet, Avon Protection",high,,9ea68b36c811ecd350be0ba503bdd9e0ff87292d307762755c1728baa832ab62,56125
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0164_2017-04-03_AVON.pdf,Industrial Pretreatment - IPP,0164_2017-04-03_AVON.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,-9118125169549468879,AVON.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-9118125169549468879,1,embedded text,"Significant Industrial User information sheet, Avon 590-06",high,,c826ffe9ffe520524cac44159c40b0e6548c7632ac8fa70aa9f6c94a41ac5a27,56095
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0165_2017-04-03_Borg Warner.pdf,Industrial Pretreatment - IPP,0165_2017-04-03_Borg Warner.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,-8499150955445776749,Borg Warner.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-8499150955445776749,1,embedded text,"Significant Industrial User information sheet, Borg Warner",high,,1f0d8ccc764e8423cbb18bf673cb27bb573641b712272aba80aaacb11e30cc4c,56129
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0166_2017-04-03_CCI.pdf,Industrial Pretreatment - IPP,0166_2017-04-03_CCI.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,6710410934790894908,CCI.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/6710410934790894908,1,embedded text,"Significant Industrial User information sheet, Cadillac Castings",high,,3b1a0ae30462445a87858da62e9dd311c239d9b6323491a7c0bc4051fb6bbcba,56808
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0167_2017-04-03_CRE.pdf,Industrial Pretreatment - IPP,0167_2017-04-03_CRE.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,-5332488901169956875,CRE.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-5332488901169956875,1,embedded text,"Significant Industrial User information sheet, Cadillac Renewable Energy",high,,ce8f5e5b074fe3836e617d40869de0e61a243257604757e348fe7e9d2d41b83d,56267
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0168_2017-04-03_FIAMM.pdf,Industrial Pretreatment - IPP,0168_2017-04-03_FIAMM.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,5769919426026990647,FIAMM.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/5769919426026990647,1,embedded text,"Significant Industrial User information sheet, Fiamm Technologies",high,,eca400f5276e1a697f0adc3dc418a3a6adf58e5b7e959b0350e532fd64310814,56239
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0169_2017-04-03_Hutchinson.pdf,Industrial Pretreatment - IPP,0169_2017-04-03_Hutchinson.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,-1348128324309124463,Hutchinson.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-1348128324309124463,1,embedded text,"Significant Industrial User information sheet, Hutchinson Antivibration",high,,300b12f5bac01c598f28d06e74735e5d6526e79c4bff87ab9673f96ea464b7bb,56331
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0172_2017-04-03_Michigan Rubber.pdf,Industrial Pretreatment - IPP,0172_2017-04-03_Michigan Rubber.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,832209690549104746,Michigan Rubber.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/832209690549104746,1,embedded text,"Significant Industrial User information sheet, Michigan Rubber",high,,84dea7e2aaf875960691455b97a26b1a187d6fcab0d17d170e3edd860d76b19e,56254
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0173_2017-04-03_Munson.pdf,Industrial Pretreatment - IPP,0173_2017-04-03_Munson.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,-4576801597538136401,Munson.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-4576801597538136401,1,embedded text,"Significant Industrial User information sheet, Munson of Cadillac",high,,a69594bc30d33cd3b0d42389c14f529b358844b3bd7333966757542e48c60275,55566
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0175_2017-04-03_PIRANHA.pdf,Industrial Pretreatment - IPP,0175_2017-04-03_PIRANHA.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,-4580690770354640221,PIRANHA.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-4580690770354640221,1,embedded text,"Significant Industrial User information sheet, Piranha Hose",high,,af29116f6a0e0a14483b11ae3b2848a345e95d81e3719de9ad7925413caa88aa,55931
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0180_2017-04-03_REC BOAT CABINETRY.pdf,Industrial Pretreatment - IPP,0180_2017-04-03_REC BOAT CABINETRY.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,-6842767691186545255,REC BOAT CABINETRY.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-6842767691186545255,1,embedded text,"Significant Industrial User information sheet, Rec Boat Cabinetry",high,,dbd6f387a2492f2d26851be32d6752b745c5410d5fed308532cf44d8bcb90a4e,56382
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0181_2017-04-03_REC BOAT CRUISER.pdf,Industrial Pretreatment - IPP,0181_2017-04-03_REC BOAT CRUISER.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,-123817907349178312,REC BOAT CRUISER.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-123817907349178312,1,embedded text,"Significant Industrial User information sheet, Rec Boat Cruiser Division",high,,1de718fb7790041e64532455218cbcdd2dc57dcf24e4c70abd17ebdc2b242029,56344
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0182_2017-04-03_REC BOAT SPORT.pdf,Industrial Pretreatment - IPP,0182_2017-04-03_REC BOAT SPORT.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,-6756834478233780033,REC BOAT SPORT.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-6756834478233780033,1,embedded text,"Significant Industrial User information sheet, Rec Boat Sport Division",high,,426d0c961400f15814aada8ff35f5611c1017286d3be629e1b742c231c8080a1,56418
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0183_2017-04-03_REC BOAT TRAILER.pdf,Industrial Pretreatment - IPP,0183_2017-04-03_REC BOAT TRAILER.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,-505155985048363429,REC BOAT TRAILER.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/-505155985048363429,1,embedded text,"Significant Industrial User information sheet, Rec Boat Trailer Plant",high,,d38d39d27156be978c70b5738bd4f93bf1ef2a778c873da46612211f6fb84569,55964
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0184_2017-04-03_SPENCER.pdf,Industrial Pretreatment - IPP,0184_2017-04-03_SPENCER.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,1829985439158043192,SPENCER.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/1829985439158043192,1,embedded text,"Significant Industrial User information sheet, Spencer Plastics",high,,81a80256489dafa080b2dbedd600ed388bf646600d1e6431ba511acb04fafc08,56128
Industrial Pretreatment / IPP,2017-04-03,2017-04-03,1,2017-04-03 to 2017-04-03 0185_2017-04-03_WEXFORD LANDFILL.pdf,Industrial Pretreatment - IPP,0185_2017-04-03_WEXFORD LANDFILL.pdf,Applicant Attachments,Permit / Application,YES,2017-04-03,2929107239418671816,WEXFORD LANDFILL.docx v1,https://mienviro.michigan.gov/ncore/downloadpdf/2929107239418671816,1,embedded text,"Significant Industrial User information sheet, Wexford County Landfill",high,,1f7e70d66b3012a9b251015562ea99bed32584e098c413c7cc1916a266dbf3f3,56579
Industrial Pretreatment / IPP,2017-04-04,2017-04-04,1,2017-04-04 to 2017-04-04 Cadillac WWTP SIU Information.pdf,Industrial Pretreatment - IPP,Cadillac WWTP SIU Information.pdf,,,NEW - not in manifest,,,,,11,OCR (tesseract),SIU information pages from permit application; no dates in text,low,,4e9a0cdf01891e70d6ba197d3ed3a96d1949ca777ff58e7a0cd26818ff307846,498131
Industrial Pretreatment / IPP,2018-02-20,2018-02-20,1,2018-02-20 to 2018-02-20 0240_2018-03-01_MI0020257 PFAS-IPP Letter 2-20-2018.pdf,Industrial Pretreatment - IPP,0240_2018-03-01_MI0020257 PFAS-IPP Letter 2-20-2018.pdf,Industrial Pretreatment Program (IPP),Industrial Pretreatment / IPP,,2018-03-01,1950215384933042828,MI0020257 PFAS-IPP Letter 2-20-2018.pdf,https://mienviro.michigan.gov/ncore/downloadpdf/1950215384933042828,5,OCR (tesseract),DEQ letter requiring IPP PFAS source evaluation; dated 2/20/2018,high,,7a058f9c19d3ee00ec85257408e6fc1360fdffa9ef8d29828bca2394526e66a1,359934
