tier,action,category,path,size_bytes,size_MB,why
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2019-03-04__-1522814933655192300__Cadillac WWTP PFAS Letter.msg.pdf,204872,0.205,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2022-06-23__-1514920619837083834__21.10.Eff.PFAS.Eurofins.pdf ~2.pdf,1032041,1.032,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2023-01-26__-1501875472525095997__HPG-1ZNB-Y56ZQ v2.pdf v2 ~2.pdf,69079,0.069,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2020-10-30__-1421922713361138980__FY20 Lab Log-Solids and DTs-Spring 2020.pdf ~2.pdf,135171,0.135,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2024-07-01__-1499921416533827855__50374521_frc.pdf ~2.pdf,2280736,2.281,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2020-10-30__-1465774990016543863__FY20 Land Appl Sites Listed-Info.pdf ~2.pdf,621955,0.622,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2023-08-01__-1408874561353041047__WQBELBiologistFactSheet_MI0020257_PFOS_08-01-2023.doc.pdf,62820,0.063,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-07-30__-1446023942601055554__Mich Rubber PFAS Survey.pdf v1 ~2.pdf,1290292,1.29,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-11-07__-1449555407544169069__FW_ TestAmerica invoice and report files from 190-17646-1 City of Cadillac.msg.pdf,2696076,2.696,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2019-06-28__-1381733737630238270__J19915-1 UDS Level 2 Report Final Report.pdf v1 ~2.pdf,1978694,1.979,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2025-08-14__-1369103640106107754__Inspection Report.docx.pdf,70935,0.071,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2025-08-12__-1367589943429210076__MI0020257_2025-07-01_to_2025-07-31_DMR.pdf ~2.pdf,350959,0.351,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2017-05-24__-1358521760501568481__written report BOD exceedance #2 052417.msg ~2.pdf,56619,0.057,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2017-04-03__-1348128324309124463__Hutchinson.docx v1 ~2.pdf,56331,0.056,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2021-10-26__-1354583974200746964__Northern Quality Dental.pdf ~2.pdf,1074908,1.075,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2019-07-18__-1321137294153054267__DMR Daily - MI0020257 _06_01_2019_to_06_30_2019_V1.docx ~2.pdf,122561,0.123,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2019-05-29__-1302747580337855905__PPN Correspondence_Cadillac WWTP.msg ~2.pdf,240183,0.24,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2021-06-16__-1290401862186501671__MI0020257_2021-05-01_to_2021-05-31_1_DMR.pdf ~2.pdf,244145,0.244,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2022-03-23__-1256077365103863283__HPG-CXVZ-DDE1A V1.pdf v1 ~2.pdf,46190,0.046,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2021-10-26__-1290048560639934115__Brilliant Smiles Family Dentistry.pdf ~2.pdf,1088928,1.089,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2019-02-01__-1215723651577862901__Cadillac WWTP_99% Flow Data.xlsx ~2.pdf,23587,0.024,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2026-05-22__-1255819534835910397__EGLE WRD Correspondence_ SVN-01952_Cadillac WWTP.msg.pdf,486483,0.486,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2021-03-26__-1138678306013829471__POTW_Monitoring_Data_Summary 2020.xlsx ~2.pdf,73679,0.074,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-02-19__-1122778753452821851__DMR Daily - MI0020257 _01_01_2018_to_01_31_2018_V1.docx ~2.pdf,124617,0.125,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2021-10-28__-1189789345381575955__21N08W30-AB04.pdf ~2.pdf,1710759,1.711,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2023-08-01__-1172770483702568257__IPP modification 812023.pdf ~2.pdf,462479,0.462,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2025-10-13__-1102905466883927159__2025-10-13 Follow-up to VN-012230.pdf ~2.pdf,71250,0.071,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2021-10-26__-1100342612453597963__My Communtiy Dental Center.pdf ~2.pdf,605737,0.606,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2014-11-26__-1099212723337640688__1410104_1 ENVReport 10 30 2014 1323.pdf ~2.pdf,189242,0.189,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2020-02-11__-1004089419836381226__EM-RMP Modification Applic submitted to Donal Brady.msg ~2.pdf,39227,0.039,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2017-10-25__-919100790848612757__Cadillac WWTP Oct 2017 BOD email 102517.msg.pdf,90360,0.09,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2019-06-18__-1063545855854767217__DMR Daily - MI0020257 _07_01_2017_to_07_31_2017_V2.docx ~2.pdf,123135,0.123,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2020-02-11__-1059360609849530823__RMP Modification Request-July 2014.doc.pdf,87059,0.087,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2021-10-20__-895366165129511824__RE_ IPP Annual report.msg ~2.pdf,96091,0.096,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2017-04-03__-910355065678437940__AAR Facility.docx v1 ~2.pdf,56647,0.057,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2026-03-25__-884835855454563670__MI0020257_2026-01-01_to_2026-01-31_2_DMR.pdf ~2.pdf,349870,0.35,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2022-06-23__-872813351944594838__HPJ-N5BJ-2CYH5 V1.pdf v1 ~2.pdf,81511,0.082,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2026-03-13__-807426977827984435__260225.biosolids.PFAS.Merit.PDF ~2.pdf,923589,0.924,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2023-10-05__-825643718394833452__Public Notice Letter_Cadillac WWTP.msg ~2.pdf,2166420,2.166,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2021-10-26__-795255606312594736__Bright Dental Health.pdf ~2.pdf,850923,0.851,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-05-21__-766849109262881587__EM Tr-Land app rates and info.msg ~2.pdf,249750,0.25,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2015-11-19__-751241790278250853__DMR Daily - MI0020257 _10_01_2015_to_10_31_2015_V1.docx ~2.pdf,122768,0.123,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2013-03-09__-750857842152552655__Application Complete Checklist.doc ~2.pdf,94422,0.094,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2017-11-16__-739207244620603055__DMR Daily - MI0020257 _10_01_2017_to_10_31_2017_V1.docx ~2.pdf,123466,0.123,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-05-18__-739906742778535660__Cadillac WWTP 2nd PFAS-IPP Mailing.pdf ~2.pdf,143259,0.143,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2026-07-13__-724492843495781795__HQQ-0ZQQ-VCZ9T_v1.pdf.pdf,66740,0.067,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-10-29__-685056191163607732__FY18 Applier-Mgt Practices Cert-Fall 2017.doc v1 ~2.pdf,63328,0.063,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2014-11-26__-668421988306006771__201411251653.pdf ~2.pdf,37781,0.038,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2025-10-30__-645990763212332188__HQG-QQ9K-KSZ7V_v1.pdf ~2.pdf,43275,0.043,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2022-10-28__-656960315240919665__21N08W30-AB04.pdf ~2.pdf,1710759,1.711,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2020-07-31__-621303826784066175__UPDATED Cadillac Waste Water AMP - NPDES permit report document 2020.docx ~2.pdf,63368,0.063,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2026-03-25__-588199248180010083__HQM-5QVG-V9A98_v1.pdf ~2.pdf,53324,0.053,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2025-05-13__-626431502200600831__MI0020257_2025-04-01_to_2025-04-30_DMR.pdf ~2.pdf,350456,0.35,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2012-03-26__-605910068122278034__Cadillac WWTP Septage Information.pdf ~2.pdf,948370,0.948,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2022-03-25__-624552684400765787__19.10.Eff.AddlMonit.WET.ERM.pdf ~2.pdf,1681410,1.681,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2020-08-13__-603957263521988219__DMR Daily - MI0020257 _07_01_2020_to_07_31_2020_V1.docx ~2.pdf,137064,0.137,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2020-03-30__-640586683954684380__EM-RMP Sludge Data - 38 percent vol sol reduc info.msg ~2.pdf,2210215,2.21,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2026-05-19__-609203971089774878__MI0020257_2026-04-01_to_2026-04-30_DMR.pdf.pdf,359068,0.359,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2022-03-25__-590765037392295649__19.12.Eff.FollowUp.WET.ERM.pdf ~2.pdf,1678868,1.679,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2016-12-16__-570299436410721715__DMR Daily - MI0020257 _11_01_2016_to_11_30_2016_V1.docx ~2.pdf,121867,0.122,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2017-02-14__-563435129997574625__DMR Daily - MI0020257 _01_01_2017_to_01_31_2017_V1.docx ~2.pdf,124485,0.124,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2025-07-30__-510682859352455980__Inspection Report.docx.pdf,105447,0.105,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2025-01-24__-536555223081369280__RE_ Cadillac MAHL - December 2024.msg.pdf,829292,0.829,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2017-04-03__-505155985048363429__REC BOAT TRAILER.docx v1 ~2.pdf,55964,0.056,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2026-03-26__-493491631835091944__IPP Annual Report.msg.pdf,82832,0.083,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2022-03-24__-475799617271843387__HPG-1ZNB-Y56ZQ V1.pdf v1 ~2.pdf,65772,0.066,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2017-08-17__-486435104065967818__DMR Daily - MI0020257 _05_01_2017_to_05_31_2017_V2.docx ~2.pdf,123245,0.123,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-11-26__-463334436691465071__Cadillac WWTP BOD Exceed 112618.msg ~2.pdf,56072,0.056,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2011-02-15__-438405291240013169__CadillacWWTP lab.PDF ~2.pdf,81211,0.081,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2017-05-17__-389607197290388061__email addn reporting BOD exceed 051717 ul MiW.msg ~2.pdf,89913,0.09,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2024-10-09__-369627156666323289__IU Permit notes.msg ~2.pdf,142234,0.142,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2022-11-22__-310938013515273317__Cadillac Casting Meeting 11-22-22.docx ~2.pdf,30682,0.031,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2026-03-25__-367073813989245298__MI0020257_2025-01-01_to_2025-01-31_2_DMR.pdf ~2.pdf,349805,0.35,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2017-04-03__-308826788854237261__Kar Lab Biosolids 3-14-2016.pdf v1 ~2.pdf,205482,0.205,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-11-15__-277633430264230949__EM-FY18 LA docs and DTs submitted for Biosolids AR - Questions.msg ~2.pdf,174196,0.174,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-10-29__-301703658211288257__FY18 Applier Certification-Management Practices.pdf v1 ~2.pdf,567827,0.568,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-10-29__-276971073099901928__FY18 Biosolids Metals and Nutrient Results.pdf v1 ~2.pdf,986609,0.987,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-08-31__-295355443072597213__Cadillac WWTP DMRQA 38 083118.pdf ~2.pdf,723932,0.724,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2020-12-09__-271713624464570818__DMR Daily - MI0020257 _11_01_2020_to_11_30_2020_V1.docx ~2.pdf,137495,0.137,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2019-06-17__-266144883424227380__DMR Summary - MI0020257 _05_01_2019_to_05_31_2019_V1.docx ~2.pdf,110065,0.11,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2024-09-14__-247854643893151782__24.08.08.AMR.Trace.pdf ~2.pdf,594863,0.595,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2019-10-28__-238039900655589400__FY19 Metals and Nutrient Results.pdf v1.pdf,890421,0.89,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2017-02-14__-241954493317709276__DMR Summary - MI0020257 _01_01_2017_to_01_31_2017_V1.docx ~2.pdf,105488,0.105,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2015-09-29__-264868687133678095__Cadillac WWTP CCH Petition.pdf ~2.pdf,2453804,2.454,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2025-03-27__-181957830977451756__Cadillac News Affidavit of Publication 03-19-2025.pdf ~2.pdf,207338,0.207,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2017-04-03__-123817907349178312__REC BOAT CRUISER.docx v1 ~2.pdf,56344,0.056,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2019-02-27__-150348501006616963__Pre-Public Note Ltr_Cadillac WWTP.msg ~2.pdf,897867,0.898,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2023-10-30__-160333847240832666__230413.biosolids.PACE.pdf.pdf,2328657,2.329,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2017-08-17__-111396327202170199__DMR Daily - MI0020257 _07_01_2017_to_07_31_2017_V1.docx ~2.pdf,123125,0.123,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2021-04-16__-87438577420274852__Notification of WRDs approach to PFAS in Biosolids – an Interim Strategy.msg ~2.pdf,297239,0.297,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2016-08-12__-41646711706265012__DMR Summary - MI0020257 _07_01_2016_to_07_31_2016_V1.docx ~2.pdf,109882,0.11,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2014-11-26__-56918685861159494__201411261120.pdf ~2.pdf,128640,0.129,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2019-12-18__-30690039028977475__HNV-XK97-EV0GR V1.pdf v1 ~2.pdf,43266,0.043,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2023-04-10__6846973406582359__IPP News Affidavit 2023.pdf ~2.pdf,21403,0.021,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-05-08__-28324926175105492__IMG_0027-cas.JPG ~2.pdf,139056,0.139,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2024-10-30__2088079526050332__Biosolids Land-App Ammounts 2.docx ~2.pdf,85425,0.085,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2025-04-16__-94646851769060147__RE_ Cadillac MAHL.msg ~2.pdf,6606387,6.606,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-12-17__10391921127036499__DMR Summary - MI0020257 _11_01_2018_to_11_30_2018_V1.docx ~2.pdf,109871,0.11,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2026-03-25__26061418605483136__MI0020257_2025-07-01_to_2025-07-31_2_DMR.pdf ~2.pdf,349201,0.349,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2014-11-26__44608516278427039__Fecal Coliform Results.pdf ~2.pdf,179485,0.179,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-07-30__63610395187544635__Avon PFAS Survey.pdf v1 ~2.pdf,374437,0.374,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2013-05-21__103605179192073784__Fact Sheet.doc.pdf,148677,0.149,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2024-10-30__82358434522651429__240401.biosolids.PFAS.Merit.PDF ~2.pdf,601931,0.602,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2021-09-09__138676979288106194__21.08.31.Eff.AddlMonit.MeritConfirm.pdf ~2.pdf,461927,0.462,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2024-02-28__113876732928915668__24.01.PFOS.Pace.pdf ~2.pdf,1914734,1.915,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2019-10-14__160565945375433856__EM-RMP Question.msg ~2.pdf,736738,0.737,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2025-10-21__165898801283931609__250227.biosolids.PFAS.Merit.PDF ~2.pdf,511201,0.511,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2026-05-13__207703776627933965__Cadillac WWTP MAHL 2026 vers 2 comments 5-13-26_COPY.docx.pdf,40475,0.04,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2024-03-14__287067914951903330__POTW Monitoring Data Summary 2023.xlsx ~2.pdf,83817,0.084,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2026-03-24__320030128169425910__SIU CIU List 2025.xlsx ~2.pdf,52019,0.052,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2026-03-26__250871982403116597__HQM-9QCZ-PE5QR_v2.pdf ~2.pdf,483742,0.484,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2014-11-26__274553011904573053__CBOD5 Results.pdf ~2.pdf,574818,0.575,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
2,DELETE - verified duplicate,Duplicates/ root - byte-verified identical twins,Duplicates/2018-05-17__317370923758052594__EM-Pathogen results.msg ~2.pdf,304739,0.305,Byte-identical to a filed copy (verified twice: prior audit + my own MD5 check)
