file,page,category,context
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,12,pretreatment,"isposal. C. Bypass Provision Bypass is prohibited but may be allowed under certain conditions as described below. 1.An Industrial User may allow any bypass to occur which does not violate pretreatment standards or requirements, but only if it is in order to perform essential maintenance to assure efficient operation. 2.The Utilities Director may allow a bypass under the"
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,13,enforcement,"ken or planned to reduce, eliminate and prevent recurrence of the bypass. 3.Bypass is prohibited and the WPCO may take enforcement action against an individual user for a bypass, unless all three of the conditions given below are met: a.Bypass was unavoidable to prevent loss of life, personal injury or severe property damage; b.There are no feasible alternatives"
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,13,effluent_exceedance,in above. D. Upset Provision 1.Upset shall mean an exceptional incident in which there is unintentional and temporary non-compliance with Categorical Pretreatment Standards (or other limits of Chapter 27 of City Code) because of factors beyond the reasonable control of the Industrial User. An upset does not include non-compliance to the extent caused by operational
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,13,pretreatment,13 b.Unanticipated bypass - An industrial user shall immediately notify the Utilities Director of any unanticipated bypass. The Utilities Director shall make a determination whether to allow the discharge to continue. A written submission shall also be provided within five (5) days
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,14,enforcement,"inue; and (3) Steps taken to reduce, eliminate and prevent recurrence of the noncompliance. e.Burden of proof. In any enforcement proceeding the Industrial User seeking to establish the occurrence of an upset shall have the burden of proof. f.Review ability of claims of upset. In the usual exercise of prosecutorial discretion, IPP Department enforcement personnel"
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,14,effluent_exceedance,"tion, was provided within five (5) days of commencement of the upset: (1) A description of the discharge and cause of non-compliance; (2) The period of non-compliance, including exact dates and times or, if not corrected, the anticipated time the non-compliance was expected to continue; and (3) Steps taken to reduce, eliminate and prevent recurrence of the noncompli"
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,14,pretreatment,"o reduce, eliminate and prevent recurrence of the noncompliance. e.Burden of proof. In any enforcement proceeding the Industrial User seeking to establish the occurrence of an upset shall have the burden of proof. f.Review ability of claims of upset. In the usual exercise of prosecutorial discretion, IPP Department enforcement personnel should review any claims that"
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,15,enforcement,of at least three (3) years. 2.All records that pertain to matters that are the subject of special orders or any other enforcement or litigation activities brought by the City shall be retained and preserved by the Significant Industrial User for five (5) years or until all enforcement activities have concluded and all periods of limitation with respect to any and
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,15,pretreatment,"any other enforcement or litigation activities brought by the City shall be retained and preserved by the Significant Industrial User for five (5) years or until all enforcement activities have concluded and all periods of limitation with respect to any and all appeals have expired, whichever is later. G. Confidential Information Except for data determined to be confi"
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,16,pretreatment,"be reported but only that generated by 40 CFR Part 136 approved methods is used to determine compliance. Significant Industrial Users that are required to self monitor shall submit to the Control Authority at least once every six (6) months a description of the nature, concentration, and flow of the pollutants required to be reported by the Control Authority. If sam"
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,17,pretreatment,17 J. Proper Disposal of Pretreatment Sludges and Spent Chemicals The disposal of sludges and spent chemicals generated shall be done in accordance with Section 405 of the Clean Water Act and Subtitles C and D of the Resource Conservation and Recovery Act. (Copies available
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,18,pretreatment,"ny reports to be signed by an authorized representative. L. Revocation of Permit The permit issued to the Significant Industrial User by the WPCO may be revoked when, after inspection, monitoring or analysis, it is determined that the discharge of wastewater to the sanitary sewer is in violation of federal, state or local laws, ordinances, or regulations. M. Civil"
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,19,pretreatment,uance of a special order. 3.The terms and conditions may be modified as a result of the EPA promulgating a new federal pretreatment standard. 4.Any permit modifications which result in new conditions in the permit shall include a reasonable time schedule for compliance if necessary.
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,20,pretreatment,"lution Control Officer shall notify a User at a minimum of ninety (90) days prior to the expiration of the Significant Industrial User’s permit. No less than sixty (60) days prior to the expiration of the existing permit, the Significant Industrial User shall reapply for reissuance of the permit on the form provided by the City. R. Severability The provisions of th"
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,22,effluent_exceedance,oes not interfere with the measurement of silver. (3) Non-detectable per EPA Method 608 with a detection limit not to exceed 0.1 μg/l unless higher levels are appropriate due to matrix interference.
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,22,pretreatment,"22 The Table below contains a list of technically based local limits derived from the industrial allocable portion of the non-compatible pollutant MAHLs shown above as well as limits for toxic pollutants. For Users subject to Categorical Pretreatment Standards, which include the following parameters, the"
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,23,effluent_exceedance,"standards for new sources (PSNS): PSNS Pollutant or pollutant property Maximum for any 1 day Monthly average shall not exceed Milligrams per liter (mg/l) Cadmium (T) 0.11 0.07 Chromium (T) 2.77 1.71 Copper (T) 3.38 2.07 Lead (T) 0.69 0.43 Nickel (T) 3.98 2.38 Silver (T) 0.43 0.24 Zinc (T) 2.61 1.48 Cyanide (T) 1.20 0.65 TTO 2.13 (b) Alternatively, for industria"
2020-12-15__3516646527834417673__AAR RT categorical permit (002).docx.pdf,23,pretreatment,"Environment Part 433 - Metal Finishing Point Source Category Subpart A - Metal Finishing Point Source Category 433.17 Pretreatment standards for new sources (PSNS). (a) Except as provided in 40 CFR 403.7, any new source subject to this subpart that introduces pollutants into a publicly owned treatment works must comply with 40 CFR part 403 and achieve the following"
2020-12-15__9199088666007251058__HP5-16EW-CW2T4 V1.pdf v1.pdf,1,formal_notice,tion and Attachments Site name: Cadillac WWTP Permit or Authorization number: MI0020257 Submital Attachments DEQ Letter Violation Notice - Claire Lowe - 12152020.doc - 12/15/2020 02:58 PM Comment Here is the letter Status History User Processing Status 12/15/2020 2:58:00 PM Jeffrey Dietlin Draft 12/15/2020 2:59:24 PM Jeffrey Dietlin Submitted 12/15/2020 2:59:30 PM Page 1 of
2021-01-14__-5216939555966009161__DMR Daily - MI0020257 _12_01_2020_to_12_31_2020_V1.docx.pdf,4,pfas,12/28/2020 <5.000 12/29/2020 12/30/2020 12/31/2020 Set: 4 of 6 Parameter Total Nickel Total Selenium Total Selenium Perfluorooctan e Sulfonate (PFOS) Perfluorooctan e Sulfonate (PFOS) Perfluorooctan oic Acid (PFOA) Perfluorooctan oic Acid (PFOA)
2021-01-14__-5216939555966009161__DMR Daily - MI0020257 _12_01_2020_to_12_31_2020_V1.docx.pdf,8,effluent_exceedance,"0 12/26/2020 12/27/2020 12/28/2020 12/29/2020 12/30/2020 12/31/2020 DMR Instructions: DMR Comments: (none) Set 5 DMR Value Comments: Date: 12/25/2020 12:00:00 AM,Column 1 Comment: Low flow upset due to holiday industrial shutdown"
2021-01-14__-8187359153766679796__DMR Summary - MI0020257 _12_01_2020_to_12_31_2020_V1.docx.pdf,3,pfas,thly Average ***** Maximum Daily ug/L Monthly 24-Hr Composit e SAMPLE MEASUREMENT *G *G ***** *G *G 2X Annually GrabPerfluorooctane Sulfonate (PFOS) (51526) Final Effluent (1) Lab ID: PERMIT REQUIREMENT ***** Maximum Monthly Average ***** Maximum Daily lbs/day ***** ***** Maximum Monthly Average ***** Maximum Daily ng/L 2X Annually Grab SAMPLE MEASUREMEN
2021-01-14__-8187359153766679796__DMR Summary - MI0020257 _12_01_2020_to_12_31_2020_V1.docx.pdf,4,effluent_exceedance,"31 Maximum Monthly Average ***** Maximum Daily ug/L Monthly 24-Hr Composit e DMR Instructions: DMR Comments: (none) DMR Value Comments: Fecal Coliform, Final Effluent (1), Limit: 400 Max 7-Day Geometric Mean, Reported Value: 509.3, Comment: Low flow upset due to holiday industrial shutdown"
2021-01-14__6237514284723177011__EM-FY19 Biosolids LA info - problems.msg.pdf,1,effluent_exceedance,"inally getting to complete the FY19 one. As I’m looking at the metals results submitted, I see the Sept. 2018 sample exceeded Table 3 for Arsenic (the limit is 41 mg/kg). The sample was tested by Pace Analytical. The initial result showed As with a result of 61 mg/kg (pg. 5) and then the lab retested it (pg. 6) and that result was 45.9 J (qualifier). The J i"
2021-01-25__4873548006900359851__EM-CPLR Notification examples.msg.pdf,1,effluent_exceedance,"ation examples Attachments: Example-CPLR Notification Letter-06S06W04-SF01.docx, Example-CPLR site - exceeds Copper.pdf, Example-CPLR Site Notification Ltr - RH01.pdf Hi Doug – Attached you will find 3 different CPLR notification letters for sites. There are many ways to write them up, but the main thing is the required wording (underlined) tha"
2021-01-25__4873548006900359851__EM-CPLR Notification examples.msg.pdf,4,effluent_exceedance,ATTACHMENT NAME: Example-CPLR site - exceeds Copper.pdf ATTACHMENT TYPE: Adobe Portable Document Format (PDF) compound image
2021-01-25__7655166816613235567__EM-CPLR Notification examples.msg.pdf,1,effluent_exceedance,"ation examples Attachments: Example-CPLR Notification Letter-06S06W04-SF01.docx, Example-CPLR site - exceeds Copper.pdf, Example-CPLR Site Notification Ltr - RH01.pdf Hi Doug – Attached you will find 3 different CPLR notification letters for sites. There are many ways to write them up, but the main thing is the required wording (underlined) tha"
2021-01-25__7655166816613235567__EM-CPLR Notification examples.msg.pdf,4,effluent_exceedance,ATTACHMENT NAME: Example-CPLR site - exceeds Copper.pdf ATTACHMENT TYPE: Adobe Portable Document Format (PDF) compound image
2021-01-28__1630500943979458367__HNT-5SPH-XVKKZ V2.pdf v2.pdf,1,pfas,Y Tons; do not enter metric tons) 212.29 Generating Facility Name Cadillac WWTP What County is the facility located in? Wexford How many dry tons of biosolids did you land apply outside of Michigan? (Type 0 if none) 0 How many dry tons of biosolids/sludge were generated? 212.29 How many dry tons of biosolids/sludge were landfilled? 0 How many dry tons of biosolids/
2021-01-28__1630500943979458367__HNT-5SPH-XVKKZ V2.pdf v2.pdf,2,pretreatment,al land What is the amount of derived material (dT) land applied? 212.29 Plant Type (Select all that apply): Industrial Pretreatment? Which types of land are bulk biosolids applied to? (Select all that apply) 1/28/2021 11:15:01 AM Page 2 of 5
2021-01-28__1630500943979458367__HNT-5SPH-XVKKZ V2.pdf v2.pdf,4,effluent_exceedance,"ctor Management Practice Certification Management Practices.pdf - 10/28/2019 10:12 AM Comment NONE PROVIDED Any and all exceedances of Table 3 as found in R323.2409(5)(c) must be reported View Table 3 pollutant concentration limits in Act No.451, Part 24, R 323.2409(5)(c) YES I agree DMR STATUS A Biosolids DMR has been submitted CLICK HERE to learn more about how to s"
2021-01-28__3155049770956466046__Class B Pathogen Reduction and Site Res..pdf.pdf,1,effluent_exceedance,"C (104 F) or higher for five (5) days. For four (4) hours during the five (5) days, the temperature in the compost pile exceeded 55 C (131 F). Lime Stabilization Sufficient lime was added to the sewage sludge to raise the pH of the sewage sludge to 12 after two (2) hours of contact. 3) An Equivalent PSRP was used to meet Class B pathogen reduction EPA Equivalency St"
2021-01-28__555555133104521288__EM-Cadillac WWTP-FY19 CPLR Arsenic Exceeded Notification.msg.pdf,1,effluent_exceedance,"""Sneller, Cindy (EGLE)"" <SNELLERC@michigan.gov> Subject: CPLR Arsenic Exceedance Attachments: Cadillac CPLR Arsenic Exccedance Signed.pdf CAUTION: This is an External email. Please send suspicious emails to abuse@michigan.gov Cindy, Attached is the CPLR notice for the fields applied to in October 201"
2021-01-28__697514453136914568__EM-Cadillac WWTP-FY19 CPLR Arsenic Exceeded Notification - Received.msg.pdf,1,effluent_exceedance,"""Doug Langworthy"" <dlangworthy@Cadillac-MI.net> Subject: FY19 CPLR Arsenic Exceedance Notification - Received Hi Doug – I got it. Thanks for sending that in. I’ll add it to Cadillac’s sites. Have a good rest of the day. Cindy Cindy A. Sneller, Senior EQA EGLE/WRD/Biosolids - Covering the west side of the Lower Penin"
2021-02-19__2774047219998886498__MI0020257_2021-01-01_to_2021-01-31_1_DMR.pdf.pdf,4,pfas,021 <5.000 1/28/2021 1/29/2021 1/30/2021 1/31/2021 Set: 4 of 6 Parameter Total Nickel Total Selenium Total Selenium Perfluorooctan e Sulfonate (PFOS) Perfluorooctan e Sulfonate (PFOS) Perfluorooctan oic Acid (PFOA) Perfluorooctan oic Acid (PFOA)
2021-02-19__2774047219998886498__MI0020257_2021-01-01_to_2021-01-31_1_DMR.pdf.pdf,11,pfas,thly Average ***** Maximum Daily ug/L Monthly 24-Hr Composit e SAMPLE MEASUREMENT *G *G ***** *G *G 2X Annually GrabPerfluorooctane Sulfonate (PFOS) (51526) Final Effluent (1) Lab ID: PERMIT REQUIREMENT ***** Maximum Monthly Average ***** Maximum Daily lbs/day ***** ***** Maximum Monthly Average ***** Maximum Daily ng/L 2X Annually Grab SAMPLE MEASUREMEN
2021-03-16__-8362253429290520676__MI0020257_2021-02-01_to_2021-02-28_1_DMR.pdf.pdf,4,pfas,021 <5.000 2/25/2021 2/26/2021 2/27/2021 2/28/2021 Set: 4 of 6 Parameter Total Nickel Total Selenium Total Selenium Perfluorooctan e Sulfonate (PFOS) Perfluorooctan e Sulfonate (PFOS) Perfluorooctan oic Acid (PFOA) Perfluorooctan oic Acid (PFOA) Mon. Loc. Final Effluent (1) Final Effluent (1) Final Effluent (1) Final Effluent (1) Final Effluent (1) Final
2021-03-16__-8362253429290520676__MI0020257_2021-02-01_to_2021-02-28_1_DMR.pdf.pdf,11,pfas,thly Average ***** Maximum Daily ug/L Monthly 24-Hr Composit e SAMPLE MEASUREMENT *G *G ***** *G *G 2X Annually GrabPerfluorooctane Sulfonate (PFOS) (51526) Final Effluent (1) Lab ID: PERMIT REQUIREMENT ***** Maximum Monthly Average ***** Maximum Daily lbs/day ***** ***** Maximum Monthly Average ***** Maximum Daily ng/L 2X Annually Grab SAMPLE MEASUREMEN
2021-03-26__-1138678306013829471__POTW_Monitoring_Data_Summary 2020.xlsx.pdf,1,pretreatment,POTW Monitoring Data Summary Pollutant Local Limits Units Daily Max MAIL (lb/day) Other (specify) Arsenic ug/L 26 0.15 Cadmium ug/L 2 0.01 Chromium ug/L 369 2.16 Copper ug/L 99 0.58 Cyanide ug/L 4 0.02 Lead ug/L 100 0.59 Mecury ug/L Report Molybdenum ug/L 118 0.69 Nickel ug/L 185 1.08 Silve
2021-03-26__-1138678306013829471__POTW_Monitoring_Data_Summary 2020.xlsx.pdf,2,pretreatment,POTW Monitoring Data Summary Local Limits Influent Effluent Other (Specify) Units Maximum # samples Units ug/L mg/L ug/L <0.20 0.33 0.46 24 ug/L ug/L <10.0 16.75 23.5 24 ug/L ug/L <5.0 144.13 232 64 ug/L ug/L ug/L <1.0 4.6 6.6 24 ug/L ug/L 2 <2.0 <2.0 4 ng/L ug/L <5.0 14.6 21.6 24
2021-03-26__-3019964684910016392__POTW_Oversight_Table.xlsx.pdf,4,pretreatment,"SNC Pollutant(s) No No No No Cyanide Yes No No pH Yes No No pH Yes No No Copper, Cadmium No No No No No No No No No No No No No No No Yes No No Copper Yes No No Copper, Zinc No No No Zinc No No No Copper No No No No No No No No No No No No Cop"
2021-03-26__-3019964684910016392__POTW_Oversight_Table.xlsx.pdf,5,pretreatment,8 Yes No No No No No 2020-01 2020-08 No No No 2020-08 2020-10 No No No No No No No No No No No No Yes No No No No No No SNC for Causing Interference/Pass- Through with POTW Discharge or POTW Operations (Yes/No) SNC for Causing Interference/Pass-Through with POTW Biosolids or Sewage Sludge Management (Yes/No) Listing of Months in SNC (YYYY-MM format) SN
2021-03-26__-4393377774059515002__Affidavit of Publication.pdf.pdf,1,effluent_exceedance,"unty of Wexford and ci 1% f on inthe PUBLIC NOTICE OF INDUSTRIAL SIGNIFICANT he County of Wexford and circulated in the NON-COMPLIANCE EXCEEDANCES, Counties of Wexford, Missaukee, Osceola; being The following Categorical Industries exceeded their Wi eposed and says tha e isthe focal Industrial Pretreatment Permit (IPP): \ 5 Sa S S duly sworn, deposed and says that she is"
2021-03-26__-4393377774059515002__Affidavit of Publication.pdf.pdf,1,pfas,"Affidavit of Publication STATE OF MICHIGAN } County of Wexford } CADIL I AC ~ LA Tara Hall of Cadillac News, a paper published in SUES the County of Wexford and ci 1% f on inthe PUBLIC NOTICE OF INDUSTRIAL SIGNIFICANT he County of Wexford and circulated in the NON-COMPLIANCE EXCEEDANCES, Counties of W"
2021-03-26__-4393377774059515002__Affidavit of Publication.pdf.pdf,1,pretreatment,"kee, Osceola; being The following Categorical Industries exceeded their Wi eposed and says tha e isthe focal Industrial Pretreatment Permit (IPP): \ 5 Sa S S duly sworn, deposed and says that she is the Rec Bont tans ne Tie Gio 1500 on ison Business Department Leader of said newspaper St Cadillac, MI 49601 was in excaedance of Copper and and that a notice, a true copy o"
2021-03-26__-5015938620228106531__HP6-YDST-46BJ3 V1.pdf v1.pdf,1,enforcement,"t Table Template: CLICK HERE to download the POTW oversight table template 1. Please upload a table with compliance and enforcement information for each SIU/CIU reported. A template for the table is provided above. POTW_Oversight_Table.xlsx - 03/23/2021 10:21 AM Comment NONE PROVIDED NO YES 3 a. If you indicated ""YES"", please upload proof of publication. Affidavit of P"
2021-03-26__-5015938620228106531__HP6-YDST-46BJ3 V1.pdf v1.pdf,1,pretreatment,"Industrial Pretreatment Program (IPP) Annual Report version 1.18 (Submission #: HP6-YDST-46BJ3, version 1) Details Submission Alias Michigan Industrial Pretreatment Program (IPP) Annual Report Submission ID HP6-YDST-46BJ3 Form Input 1. Control Authority Program I"
2021-03-26__-5015938620228106531__HP6-YDST-46BJ3 V1.pdf v1.pdf,3,pretreatment,"rized employee must be an individual or position having responsibility for the overall operation of the facility or the Pretreatment Program. This authorization must be made in writing by the principal executive officer or ranking elected official, and submitted to the Approval Authority prior to or together with the report being submitted. ""I certify under penalty of"
2021-03-26__3302861723882328898__SIU-CIU_List.xlsx.pdf,2,pfas,SIU/CIU County SIU/CIU State SIU/CIU Zip SIU/CIU Legal Name Wexford Michigan 49601 AAR Mobility Systems Wexford Michigan 49601 AAR Mobility Systems Wexford Michigan 49601 AAR Mobility Systems Wexford Michigan 49601 AAR Mobility Systems Wexford Michigan 49601 Arvco Container Corperation Wexford Michigan 469
2021-03-26__3302861723882328898__SIU-CIU_List.xlsx.pdf,5,pretreatment,"es Yes CIU Yes Yes SIU Yes NA SIU Yes NA SIU Yes NA CIU Yes Yes SIU Yes NA SIU Yes NA CIU Yes Yes SIU Yes NA SIU Yes NA Industrial User Type (SIU/CIU) SIU/CIU Subject to Local Limits? (Yes/No) If CIU, are any local limits more restrictive than Categorical Standards? (Yes/No/NA) Greg.Shay@aarcorp.com Greg.Shay@aarcorp.com Greg.Shay@aarcorp.com Greg.Shay@aarcorp.com"
2021-04-13__-5185417842054396477__MI0020257_2021-03-01_to_2021-03-31_1_DMR.pdf.pdf,4,pfas,3/27/2021 3/28/2021 3/29/2021 3/30/2021 3/31/2021 Set: 4 of 6 Parameter Total Nickel Total Selenium Total Selenium Perfluorooctan e Sulfonate (PFOS) Perfluorooctan e Sulfonate (PFOS) Perfluorooctan oic Acid (PFOA) Perfluorooctan oic Acid (PFOA)
2021-04-13__-5185417842054396477__MI0020257_2021-03-01_to_2021-03-31_1_DMR.pdf.pdf,11,pfas,thly Average ***** Maximum Daily ug/L Monthly 24-Hr Composit e SAMPLE MEASUREMENT *G *G ***** *G *G 2X Annually GrabPerfluorooctane Sulfonate (PFOS) (51526) Final Effluent (1) Lab ID: PERMIT REQUIREMENT ***** Maximum Monthly Average ***** Maximum Daily lbs/day ***** ***** Maximum Monthly Average ***** Maximum Daily ng/L 2X Annually Grab SAMPLE MEASUREMEN
2021-04-16__-2092231590657635414__Cadillac WWTP - RMP PFAS Modification 4-5-2021.pdf.pdf,1,pfas,", 2021 | City of Cadillac : Cadillac WWTP i 200 North Lake Street | Cadillac, Michigan 49601 | Dear Permittee: SUBJECT: Perfluoroalkyt and Polyfluoroalkyl Substances (PFAS) and the Land Application of Biosolids — Notice of Modification of Approved Residuals Management Program Designated Name: Cadillac WWTP National Pollutant Discharge Elimination System Permit No. MI"
2021-04-16__-2092231590657635414__Cadillac WWTP - RMP PFAS Modification 4-5-2021.pdf.pdf,2,pfas,"City of Cadillac | Page 2 | April 5, 2021 i Michigan.gov/Biosolids; select “Michigan Biosolids PFAS-related information and links” | under the Information section, and then select “Interim Strategy — Land Application of i Biosolids Containing PFAS (2021)"" under the heading Inferim Strategy — Land ; Application of Biosolids Containing PFA"
2021-04-16__-2092231590657635414__Cadillac WWTP - RMP PFAS Modification 4-5-2021.pdf.pdf,2,pretreatment,"taining PFAS (2021). Since 2018, the following large | initiatives and studies have been implemented: « The Industrial Pretreatment Program (IPP) PFAS Initiative at 97 wastewater : treatment plants (WWTP), which required IPPs to identify and reduce/control ; significant sources of PFAS to the WWTP. | « A study of 42 WWTPs in Michigan to evaluate the presence of PFAS i"
2021-04-16__-2092231590657635414__Cadillac WWTP - RMP PFAS Modification 4-5-2021.pdf.pdf,3,pfas,"nts i Sampling: Preapplication sampling of biosolids by WWTPs is key to evaluating land | application issues related to PFAS. Importantly, it will help assure industrially impacted | biosolids are not land-applied. One representative biosolids sample shall be collected ! prior to land application. Biosolids and sludge PFAS sampling guidance is available at | Mic"
2021-04-16__-2092231590657635414__Cadillac WWTP - RMP PFAS Modification 4-5-2021.pdf.pdf,4,pfas,"City of Cadillac | Page 4 | April 5, 2021 | include a minimum of one representative sample for PFAS analysis. All results i of PFAS biosolids analysis and associated laboratory reports shall be submitted | a minimum of two weeks prior to initial land application following permit ; reissuance via the MiWaters schedule, Biosolids PFAS Moni"
2021-04-16__-2092231590657635414__Cadillac WWTP - RMP PFAS Modification 4-5-2021.pdf.pdf,5,pfas,"City of Cadillac ! Page 5 | April 5, 2021 i Additional requirements, including other PFAS analytes, sampling frequency, limits, and | notification requirements, may be amended as new information becomes available. In | order to prepare for full implementation, the WRD recommends that these same protocols be implemented prior to"
2021-04-16__-87438577420274852__Notification of WRDs approach to PFAS in Biosolids – an Interim Strategy.msg.pdf,1,pfas,"ies@cadillac-mi.net'"" <utilities@cadillac-mi.net> Subject: Notification of WRDs approach to PFAS in Biosolids – an Interim Strategy Attachments: Cadillac WWTP - RMP PFAS Modification 4-5-2021.pdf Hello Jeffrey Dietlin, Please see the attached letter regarding the EGLE, WRD approach to PFAS in Biosolids, an Interi"
2021-04-16__-87438577420274852__Notification of WRDs approach to PFAS in Biosolids – an Interim Strategy.msg.pdf,2,pfas,ATTACHMENT NAME: Cadillac WWTP - RMP PFAS Modification 4-5-2021.pdf ATTACHMENT TYPE: Adobe Portable Document Format (PDF) compound image
2021-04-16__-87438577420274852__Notification of WRDs approach to PFAS in Biosolids – an Interim Strategy.msg.pdf,3,pfas,", 2021 | City of Cadillac : Cadillac WWTP i 200 North Lake Street | Cadillac, Michigan 49601 | Dear Permittee: SUBJECT: Perfluoroalkyt and Polyfluoroalkyl Substances (PFAS) and the Land Application of Biosolids — Notice of Modification of Approved Residuals Management Program Designated Name: Cadillac WWTP National Pollutant Discharge Elimination System Permit No. MI"
2021-04-16__-87438577420274852__Notification of WRDs approach to PFAS in Biosolids – an Interim Strategy.msg.pdf,4,pfas,"City of Cadillac | Page 2 | April 5, 2021 i Michigan.gov/Biosolids; select “Michigan Biosolids PFAS-related information and links” | under the Information section, and then select “Interim Strategy — Land Application of i Biosolids Containing PFAS (2021)"" under the heading Inferim Strategy — Land ; Application of Biosolids Containing PFA"
2021-04-16__-87438577420274852__Notification of WRDs approach to PFAS in Biosolids – an Interim Strategy.msg.pdf,4,pretreatment,"taining PFAS (2021). Since 2018, the following large | initiatives and studies have been implemented: « The Industrial Pretreatment Program (IPP) PFAS Initiative at 97 wastewater : treatment plants (WWTP), which required IPPs to identify and reduce/control ; significant sources of PFAS to the WWTP. | « A study of 42 WWTPs in Michigan to evaluate the presence of PFAS i"
2021-04-16__-87438577420274852__Notification of WRDs approach to PFAS in Biosolids – an Interim Strategy.msg.pdf,5,pfas,"nts i Sampling: Preapplication sampling of biosolids by WWTPs is key to evaluating land | application issues related to PFAS. Importantly, it will help assure industrially impacted | biosolids are not land-applied. One representative biosolids sample shall be collected ! prior to land application. Biosolids and sludge PFAS sampling guidance is available at | Mic"
2021-04-16__-87438577420274852__Notification of WRDs approach to PFAS in Biosolids – an Interim Strategy.msg.pdf,6,pfas,"City of Cadillac | Page 4 | April 5, 2021 | include a minimum of one representative sample for PFAS analysis. All results i of PFAS biosolids analysis and associated laboratory reports shall be submitted | a minimum of two weeks prior to initial land application following permit ; reissuance via the MiWaters schedule, Biosolids PFAS Moni"
2021-04-16__-87438577420274852__Notification of WRDs approach to PFAS in Biosolids – an Interim Strategy.msg.pdf,7,pfas,"City of Cadillac ! Page 5 | April 5, 2021 i Additional requirements, including other PFAS analytes, sampling frequency, limits, and | notification requirements, may be amended as new information becomes available. In | order to prepare for full implementation, the WRD recommends that these same protocols be implemented prior to"
2021-05-17__2119075287875955002__MI0020257_2021-04-01_to_2021-04-30_1_DMR.pdf.pdf,4,pfas,50 <0.20 <0.20 <5.000 4/28/2021 4/29/2021 4/30/2021 Set: 4 of 6 Parameter Total Nickel Total Selenium Total Selenium Perfluorooctan e Sulfonate (PFOS) Perfluorooctan e Sulfonate (PFOS) Perfluorooctan oic Acid (PFOA) Perfluorooctan oic Acid (PFOA) Mon. Loc. Final Effluent (1) Final Effluent (1) Final Effluent (1) Final Effluent (1) Final Effluent (1) Final
2021-05-17__2119075287875955002__MI0020257_2021-04-01_to_2021-04-30_1_DMR.pdf.pdf,11,pfas,Maximum Daily ug/L Monthly 24-Hr Composit e SAMPLE MEASUREMENT <0.0000219 <0.0000219 ***** <1.6 <1.6 2X Annually GrabPerfluorooctane Sulfonate (PFOS) (51526) Final Effluent (1) Lab ID: PERMIT REQUIREMENT ***** Maximum Monthly Average ***** Maximum Daily lbs/day ***** ***** Maximum Monthly Average ***** Maximum Daily ng/L 2X Annually Grab SAMPLE MEASUREMEN
2021-06-16__-1290401862186501671__MI0020257_2021-05-01_to_2021-05-31_1_DMR.pdf.pdf,4,pfas,5/27/2021 5/28/2021 5/29/2021 5/30/2021 5/31/2021 Set: 4 of 6 Parameter Total Nickel Total Selenium Total Selenium Perfluorooctan e Sulfonate (PFOS) Perfluorooctan e Sulfonate (PFOS) Perfluorooctan oic Acid (PFOA) Perfluorooctan oic Acid (PFOA)
2021-06-16__-1290401862186501671__MI0020257_2021-05-01_to_2021-05-31_1_DMR.pdf.pdf,11,pfas,thly Average ***** Maximum Daily ug/L Monthly 24-Hr Composit e SAMPLE MEASUREMENT *G *G ***** *G *G 2X Annually GrabPerfluorooctane Sulfonate (PFOS) (51526) Final Effluent (1) Lab ID: PERMIT REQUIREMENT ***** Maximum Monthly Average ***** Maximum Daily lbs/day ***** ***** Maximum Monthly Average ***** Maximum Daily ng/L 2X Annually Grab SAMPLE MEASUREMEN
2021-07-20__-6400240489053772159__MI0020257_2021-06-01_to_2021-06-30_1_DMR.pdf.pdf,4,pfas,21 6/28/2021 6/29/2021 0.109 6/30/2021 Set: 4 of 6 Parameter Total Nickel Total Nickel Total Selenium Total Selenium Perfluorooctan e Sulfonate (PFOS) Perfluorooctan e Sulfonate (PFOS) Perfluorooctan oic Acid (PFOA) Mon. Loc. Final Effluent (1) Final Effluent (1) Final Effluent (1) Final Effluent (1) Final Effluent (1) Final Effluent (1) Final Effluent (
