"Created","Name","Description","Category","SystemId","Program","FunctionalArea","SourceNumber","SourceType","Url","LocalPath","DownloadStatus","Error"
"2018-05-09","Cadillac WWTP May CBOD Exceed 050918.msg","","Misc Site Docs","-3670737727367029737","n/a","Site","15637","Site","https://mienviro.michigan.gov/ncore/downloadpdf/-3670737727367029737","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-05-09__-3670737727367029737__Cadillac WWTP May CBOD Exceed 050918.msg.pdf","Downloaded",""
"2014-11-26","available cyanide.pdf","","Conversion - Application / Request","-3695442185476720674","WRD - NPDES","Evaluation","E-832F-E9-D657","NPDES CSI-Toxics (10/14/2014)","https://mienviro.michigan.gov/ncore/downloadpdf/-3695442185476720674","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2014-11-26__-3695442185476720674__available cyanide.pdf.pdf","Downloaded",""
"2021-10-28","21N08W30-AB01.pdf","FY21 Land Applic Site ID Packet; site used in the Spring 2021;","Form Submission Attachments","-3733560267737762096","WRD - NPDES","Application/Request","HPC-K20Z-68T3J","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3733560267737762096","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-10-28__-3733560267737762096__21N08W30-AB01.pdf.pdf","Downloaded",""
"2024-03-14","FW_ Box advertisment.msg","nForm Document","Form Submission Attachments","-3620922242050658812","WRD - NPDES","Application/Request","HQ2-3J17-F59S4","Schedule - Michigan Industrial Pretreatment Program (IPP) Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3620922242050658812","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2024-03-14__-3620922242050658812__FW_ Box advertisment.msg.pdf","Downloaded",""
"2018-08-14","DMR Daily - MI0020257 _07_01_2018_to_07_31_2018_V1.docx","DMR Daily Data for period 07/01/2018 - 07/31/2018_V1","Schedule - DMR Documents","-3619680789938111605","WRD - NPDES","Permit","MI0020257 v5.1","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-3619680789938111605","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-08-14__-3619680789938111605__DMR Daily - MI0020257 _07_01_2018_to_07_31_2018_V1.docx.pdf","Downloaded",""
"2022-03-24","POTW_Monitoring_Data_Summary 2021.xlsx","nForm Document","Form Submission Attachments","-3597137077750831484","WRD - NPDES","Application/Request","HPG-1ZNB-Y56ZQ","Schedule - Michigan Industrial Pretreatment Program (IPP) Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3597137077750831484","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-03-24__-3597137077750831484__POTW_Monitoring_Data_Summary 2021.xlsx.pdf","Downloaded",""
"2019-02-12","RE_ Voicemail Message.msg","IPP PFAS Interim Rpt discussion correspondence","Industrial Pretreatment Program (IPP)","-4031262101571962083","WRD - NPDES","Application/Request","HNF-P7H3-DCN87","Schedule - IPP PFAS Interim Report-1","https://mienviro.michigan.gov/ncore/downloadpdf/-4031262101571962083","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-02-12__-4031262101571962083__RE_ Voicemail Message.msg.pdf","Downloaded",""
"2013-05-23","Pre-Public Notice Letter.doc","Pre-Public Notice Letter","Conversion - Permit","-3570540961383078534","WRD - NPDES","Permit","MI0020257 v5.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-3570540961383078534","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2013-05-23__-3570540961383078534__Pre-Public Notice Letter.doc.pdf","Downloaded",""
"2018-03-28","Notice of SNC.jpg v1","Notice of SNC.jpg","Applicant Attachments","-3545021326186909476","WRD - NPDES","Application/Request","HNB-J69X-W1FHA","Schedule - Michigan Industrial Pretreatment Program Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3545021326186909476","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-03-28__-3545021326186909476__Notice of SNC.jpg v1.pdf","Downloaded",""
"2020-10-30","FY20 Applier Certification-Management Practices.pdf","Management Practice Certification; Management Practices.pdf;","Form Submission Attachments","-3595321980453110117","WRD - NPDES","Application/Request","HP3-HWDR-V8Y73","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3595321980453110117","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-10-30__-3595321980453110117__FY20 Applier Certification-Management Practices.pdf.pdf","Downloaded",""
"2016-10-25","2KJ-C2SF-H1BF V1.pdf v1","","Misc. Application and Request Docs","-3521121797145537515","WRD - NPDES","Application/Request","2KJ-C2SF-H1BF","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3521121797145537515","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2016-10-25__-3521121797145537515__2KJ-C2SF-H1BF V1.pdf v1.pdf","Downloaded",""
"2017-06-13","DMR Daily - MI0020257 _05_01_2017_to_05_31_2017_V1.docx","DMR Daily Data for period 05/01/2017 - 05/31/2017_V1","Schedule - DMR Documents","-3514350148586469102","WRD - NPDES","Permit","MI0020257 v5.1","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-3514350148586469102","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2017-06-13__-3514350148586469102__DMR Daily - MI0020257 _05_01_2017_to_05_31_2017_V1.docx.pdf","Downloaded",""
"2015-06-15","Interview Jill Notes.pdf","","Conversion - Application / Request","-3501506775905898877","WRD - NPDES","Evaluation","E-91D5-97-E7D2","Pretreatment Compliance Inspection (05/14/2015)","https://mienviro.michigan.gov/ncore/downloadpdf/-3501506775905898877","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2015-06-15__-3501506775905898877__Interview Jill Notes.pdf.pdf","Downloaded",""
"2021-09-30","2021-09-30 VN-012230 Cadillac WWTP.pdf","","Water Quality VNs, SVNs, ENs","-3489435999352372800","WRD - NPDES","Compliance Action","VN-012230","Violation Notice","https://mienviro.michigan.gov/ncore/downloadpdf/-3489435999352372800","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-09-30__-3489435999352372800__2021-09-30 VN-012230 Cadillac WWTP.pdf.pdf","Downloaded",""
"2016-02-20","DMR Summary - MI0020257 _01_01_2016_to_01_31_2016_V1.docx","DMR Summary Data for period 01/01/2016 - 01/31/2016_V1","Schedule - DMR Documents","-3488789892444246103","WRD - NPDES","Permit","MI0020257 v5.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-3488789892444246103","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2016-02-20__-3488789892444246103__DMR Summary - MI0020257 _01_01_2016_to_01_31_2016_V1.docx.pdf","Downloaded",""
"2020-04-07","FY19 Pathogen Results-Spring.pdf","EGLE info from Cadillac's past biosolids annual reports to help with RMP mod review","Misc. Submittal Docs","-3616924148492431618","WRD - NPDES","Application/Request","HNX-E8Q7-TQ4BF","Schedule - Biosolids Residuals Management Program (RMP) Submittal or Modification","https://mienviro.michigan.gov/ncore/downloadpdf/-3616924148492431618","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-04-07__-3616924148492431618__FY19 Pathogen Results-Spring.pdf.pdf","Downloaded",""
"2019-09-11","DMR Daily - MI0020257 _08_01_2019_to_08_31_2019_V1.docx","DMR Daily Data for period 08/01/2019 - 08/31/2019_V1","Schedule - DMR Documents","-3469650607187381381","WRD - NPDES","Permit","MI0020257 v5.1","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-3469650607187381381","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-09-11__-3469650607187381381__DMR Daily - MI0020257 _08_01_2019_to_08_31_2019_V1.docx.pdf","Downloaded",""
"2016-03-16","DMR Summary - MI0020257 _02_01_2016_to_02_29_2016_V1.docx","DMR Summary Data for period 02/01/2016 - 02/29/2016_V1","Schedule - DMR Documents","-3461689102167870562","WRD - NPDES","Permit","MI0020257 v5.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-3461689102167870562","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2016-03-16__-3461689102167870562__DMR Summary - MI0020257 _02_01_2016_to_02_29_2016_V1.docx.pdf","Downloaded",""
"2015-05-13","Pre-Inspection Report.doc","Pre-Inspection Report","Conversion - Eval","-3430155575482837490","WRD - NPDES","Evaluation","E-91D5-97-E7D2","Pretreatment Compliance Inspection (05/14/2015)","https://mienviro.michigan.gov/ncore/downloadpdf/-3430155575482837490","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2015-05-13__-3430155575482837490__Pre-Inspection Report.doc.pdf","Downloaded",""
"2025-08-08","Attachment 1 - Cadillac WWTP Violations.pdf","","Water Quality Compliance Communication Docs","-3417167092726412792","WRD - NPDES","Compliance Action","CC-006510","Compliance Communication","https://mienviro.michigan.gov/ncore/downloadpdf/-3417167092726412792","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-08-08__-3417167092726412792__Attachment 1 - Cadillac WWTP Violations.pdf.pdf","Downloaded",""
"2022-03-09","MI0020257_2022-02-01_to_2022-02-28_DMR.pdf","","Schedule - DMR Documents","-3429744774982411880","WRD - NPDES","Permit","MI0020257 v6.0","Schedule - DMR","https://mienviro.michigan.gov/ncore/downloadpdf/-3429744774982411880","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-03-09__-3429744774982411880__MI0020257_2022-02-01_to_2022-02-28_DMR.pdf.pdf","Downloaded",""
"2013-08-16","Cadillac WWTP Public Notice Draft Permit.pdf","","Conversion - Compliance Action","-3380254261609336174","WRD - NPDES","Permit","MI0020257 v5.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-3380254261609336174","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2013-08-16__-3380254261609336174__Cadillac WWTP Public Notice Draft Permit.pdf.pdf","Downloaded",""
"2025-01-14","240401.biosolids.PFAS.Merit.PDF","nForm Document","Form Submission Attachments","-3398495639330811667","WRD - NPDES","Application/Request","HQ9-MNFB-AE3ND","Schedule - Biosolids PFAS Monitoring Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3398495639330811667","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-01-14__-3398495639330811667__240401.biosolids.PFAS.Merit.PDF.pdf","Downloaded",""
"2018-05-08","IMG_0029-cas.JPG","taken during field inspection","NPDES Biosolids Evaluation","-3373831412953128423","WRD - NPDES","Evaluation","E-DHWW-FYB-ZBN","Biosolids Audit (05/11/2018)","https://mienviro.michigan.gov/ncore/downloadpdf/-3373831412953128423","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-05-08__-3373831412953128423__IMG_0029-cas.JPG.pdf","Downloaded",""
"2020-10-30","HP3-HWDR-V8Y73 V1.pdf v1","FY20 Biosolids Annual Report","Misc. Application and Request Docs","-3373663795635721601","WRD - NPDES","Application/Request","HP3-HWDR-V8Y73","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3373663795635721601","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-10-30__-3373663795635721601__HP3-HWDR-V8Y73 V1.pdf v1.pdf","Downloaded",""
"2021-10-28","TVS & 38% Reduction.xlsx","FY21 Solids Retention Time Data Calculations","Form Submission Attachments","-3298554166669332689","WRD - NPDES","Application/Request","HPC-K20Z-68T3J","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3298554166669332689","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-10-28__-3298554166669332689__TVS & 38% Reduction.xlsx.pdf","Downloaded",""
"2023-01-26","HPN-5DCS-H4WTR v2.pdf v2","Submission PDF","Misc. Application and Request Docs","-3261503517011531799","WRD - NPDES","Application/Request","HPN-5DCS-H4WTR","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3261503517011531799","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-01-26__-3261503517011531799__HPN-5DCS-H4WTR v2.pdf v2.pdf","Downloaded",""
"2022-06-23","20.04.Eff.PFAS.TestAm.pdf","nForm Document","Form Submission Attachments","-3360876257724434354","WRD - NPDES","Application/Request","HPJ-N5BJ-2CYH5","Schedule - PFAS POTW Effluent Monitoring Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3360876257724434354","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-06-23__-3360876257724434354__20.04.Eff.PFAS.TestAm.pdf.pdf","Downloaded",""
"2022-10-17","WQBELBiologistReview_MI0020257_10-17-2022.doc","WQBEL Biologist Recommendations Memo","Misc. Permit Docs","-3253706086432660697","WRD - NPDES","Permit","MI0020257 v7.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-3253706086432660697","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-10-17__-3253706086432660697__WQBELBiologistReview_MI0020257_10-17-2022.doc.pdf","Downloaded",""
"2022-10-28","21N09W27-WR01.pdf","nForm Document","Form Submission Attachments","-3379215731425773250","WRD - NPDES","Application/Request","HPN-5DCS-H4WTR","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3379215731425773250","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-10-28__-3379215731425773250__21N09W27-WR01.pdf.pdf","Downloaded",""
"2025-06-11","HQD-91C4-TNX99_v1.pdf","May 2025 WWTP effluent PFAS sample results","Form Submission Attachments","-3242537781810572657","WRD - NPDES","Application/Request","HQD-91C4-TNX99","Schedule - PFAS POTW Effluent Monitoring Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3242537781810572657","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-06-11__-3242537781810572657__HQD-91C4-TNX99_v1.pdf.pdf","Downloaded",""
"2024-10-30","230928.biosolids.chem.PACE.RevRL.pdf","nForm Document","Form Submission Attachments","-3266222552542661633","WRD - NPDES","Application/Request","HQ7-KAAW-2S9Y5","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3266222552542661633","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2024-10-30__-3266222552542661633__230928.biosolids.chem.PACE.RevRL.pdf.pdf","Downloaded",""
"2022-03-25","AAR 6th.docx","nForm Document","Form Submission Attachments","-3145474438009150056","WRD - NPDES","Application/Request","HPG-1ZSF-KC99G","Permit Change - National Pollutant Discharge Elimination System (NPDES) Municipal Application Form (Reissuance)","https://mienviro.michigan.gov/ncore/downloadpdf/-3145474438009150056","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-03-25__-3145474438009150056__AAR 6th.docx.pdf","Downloaded",""
"2020-04-29","FY20 RMP Mod Approval Letter.pdf","RMP Mod Approval Letter FY20","Misc. Submittal Docs","-3205026037225796189","WRD - NPDES","Application/Request","HNX-E8Q7-TQ4BF","Schedule - Biosolids Residuals Management Program (RMP) Submittal or Modification","https://mienviro.michigan.gov/ncore/downloadpdf/-3205026037225796189","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-04-29__-3205026037225796189__FY20 RMP Mod Approval Letter.pdf.pdf","Downloaded",""
"2018-10-29","FY18 Generator-Pathogen Reduction Process Cert.pdf v1","Proof of Path Reduction Process.pdf; Certification form","Applicant Attachments","-3217469014007656711","WRD - NPDES","Application/Request","HNH-M790-67ZPK","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3217469014007656711","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-10-29__-3217469014007656711__FY18 Generator-Pathogen Reduction Process Cert.pdf v1.pdf","Downloaded",""
"2017-04-03","Kar Lab Biosolids 9-12-2016.pdf v1","Kar Lab Biosolids 9-12-2016.pdf","Applicant Attachments","-3238540496460905709","WRD - NPDES","Application/Request","2Q7-HQ21-P66B","Permit Change - National Pollutant Discharge Elimination System (NPDES) Municipal Application Form (Reissuance)","https://mienviro.michigan.gov/ncore/downloadpdf/-3238540496460905709","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2017-04-03__-3238540496460905709__Kar Lab Biosolids 9-12-2016.pdf v1.pdf","Downloaded",""
"2020-04-08","TVS Sludge-Temp data for 2018 and 2019 - CS.xlsx","EGLE staff determining 38% TVS","Misc. Submittal Docs","-3131571223960417678","WRD - NPDES","Application/Request","HNX-E8Q7-TQ4BF","Schedule - Biosolids Residuals Management Program (RMP) Submittal or Modification","https://mienviro.michigan.gov/ncore/downloadpdf/-3131571223960417678","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-04-08__-3131571223960417678__TVS Sludge-Temp data for 2018 and 2019 - CS.xlsx.pdf","Downloaded",""
"2021-10-28","Generators Cert.pdf","FY21 Generator's Certification","Form Submission Attachments","-3180384114940849609","WRD - NPDES","Application/Request","HPC-K20Z-68T3J","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3180384114940849609","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-10-28__-3180384114940849609__Generators Cert.pdf.pdf","Downloaded",""
"2022-04-19","LocalLimitsReview_Cadillac WWTP_4-19-2022.doc","Local Limits IPP WQBEL Biologist Memo","Misc. Application and Request Docs","-3130391630238484165","WRD - NPDES","Application/Request","HPG-XCC7-NCG09","Application - IPP Local Limits WQBEL Request Form","https://mienviro.michigan.gov/ncore/downloadpdf/-3130391630238484165","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-04-19__-3130391630238484165__LocalLimitsReview_Cadillac WWTP_4-19-2022.doc.pdf","Downloaded",""
"2020-03-10","DMR Daily - MI0020257 _02_01_2020_to_02_29_2020_V1.docx","DMR Daily Data for period 02/01/2020 - 02/29/2020_V1","Schedule - DMR Documents","-3086391385719853857","WRD - NPDES","Permit","MI0020257 v6.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-3086391385719853857","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-03-10__-3086391385719853857__DMR Daily - MI0020257 _02_01_2020_to_02_29_2020_V1.docx.pdf","Downloaded",""
"2024-06-14","HQ2-3J17-F59S4 v2.pdf","Submission PDF","Form Submission Attachments","-3078907644679546253","WRD - NPDES","Application/Request","HQ2-3J17-F59S4","Schedule - Michigan Industrial Pretreatment Program (IPP) Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3078907644679546253","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2024-06-14__-3078907644679546253__HQ2-3J17-F59S4 v2.pdf.pdf","Downloaded",""
"2024-10-30","Biosolids Land-App Ammounts Fall 2023.docx","nForm Document","Form Submission Attachments","-3041292426956319507","WRD - NPDES","Application/Request","HQ7-KAAW-2S9Y5","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3041292426956319507","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2024-10-30__-3041292426956319507__Biosolids Land-App Ammounts Fall 2023.docx.pdf","Downloaded",""
"2021-03-26","POTW_Oversight_Table.xlsx","nForm Document","Form Submission Attachments","-3019964684910016392","WRD - NPDES","Application/Request","HP6-YDST-46BJ3","Schedule - Michigan Industrial Pretreatment Program (IPP) Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3019964684910016392","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2021-03-26__-3019964684910016392__POTW_Oversight_Table.xlsx.pdf","Downloaded",""
"2023-10-05","RE Cadillac WWTP Application Review - IPP.msg","","Misc. Application and Request Docs","-3005959437642101164","WRD - NPDES","Application/Request","HPG-1ZSF-KC99G","Permit Change - National Pollutant Discharge Elimination System (NPDES) Municipal Application Form (Reissuance)","https://mienviro.michigan.gov/ncore/downloadpdf/-3005959437642101164","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-10-05__-3005959437642101164__RE Cadillac WWTP Application Review - IPP.msg.pdf","Downloaded",""
"2024-03-14","HQ2-3J17-F59S4 v1.pdf","Submission PDF","Form Submission Attachments","-2941727261432326363","WRD - NPDES","Application/Request","HQ2-3J17-F59S4","Schedule - Michigan Industrial Pretreatment Program (IPP) Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-2941727261432326363","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2024-03-14__-2941727261432326363__HQ2-3J17-F59S4 v1.pdf.pdf","Downloaded",""
"2020-04-02","EM-raw sludge data - excel spreadsheet - June 2019 attached.msg","from WWTP","Misc. Submittal Docs","-2960176964360922578","WRD - NPDES","Application/Request","HNX-E8Q7-TQ4BF","Schedule - Biosolids Residuals Management Program (RMP) Submittal or Modification","https://mienviro.michigan.gov/ncore/downloadpdf/-2960176964360922578","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-04-02__-2960176964360922578__EM-raw sludge data - excel spreadsheet - June 2019 attached.msg.pdf","Downloaded",""
"2020-10-30","FY20 Digestor Sludge Temps-Spring 2020.pdf","Spring 20 Sludge Temps.pdf; Spring Sludge temps, includes: Mar. - May 2020;","Form Submission Attachments","-3061208309596263741","WRD - NPDES","Application/Request","HP3-HWDR-V8Y73","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-3061208309596263741","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-10-30__-3061208309596263741__FY20 Digestor Sludge Temps-Spring 2020.pdf.pdf","Downloaded",""
"2019-10-28","FY19 Pathogen Results-Spring.pdf v1","HML 4-8-2019.pdf; April results for summer haul; Fecal didn't meet;","Applicant Attachments","-2977653288276653769","WRD - NPDES","Application/Request","HNT-5SPH-XVKKZ","Schedule - Biosolids Annual Report","https://mienviro.michigan.gov/ncore/downloadpdf/-2977653288276653769","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-10-28__-2977653288276653769__FY19 Pathogen Results-Spring.pdf v1.pdf","Downloaded",""
"2013-08-16","Cadillac WWTP PPN Email Exchange.pdf","","Conversion - Compliance Action","-2888412398541189349","WRD - NPDES","Permit","MI0020257 v5.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-2888412398541189349","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2013-08-16__-2888412398541189349__Cadillac WWTP PPN Email Exchange.pdf.pdf","Downloaded",""
"2018-07-30","HNF-P7H3-DCN87 V1.pdf v1","","Misc. Application and Request Docs","-2838228056125865720","WRD - NPDES","Application/Request","HNF-P7H3-DCN87","Schedule - IPP PFAS Interim Report-1","https://mienviro.michigan.gov/ncore/downloadpdf/-2838228056125865720","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2018-07-30__-2838228056125865720__HNF-P7H3-DCN87 V1.pdf v1.pdf","Downloaded",""
"2015-06-15","Interview Julie Notes.pdf","","Conversion - Application / Request","-2886740339491395619","WRD - NPDES","Evaluation","E-91D5-97-E7D2","Pretreatment Compliance Inspection (05/14/2015)","https://mienviro.michigan.gov/ncore/downloadpdf/-2886740339491395619","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2015-06-15__-2886740339491395619__Interview Julie Notes.pdf.pdf","Downloaded",""
"2022-03-25","CRE.docx","nForm Document","Form Submission Attachments","-2789951035115288771","WRD - NPDES","Application/Request","HPG-1ZSF-KC99G","Permit Change - National Pollutant Discharge Elimination System (NPDES) Municipal Application Form (Reissuance)","https://mienviro.michigan.gov/ncore/downloadpdf/-2789951035115288771","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2022-03-25__-2789951035115288771__CRE.docx.pdf","Downloaded",""
"2023-11-13","QA QC Report_Cadillac WWTP.docx","","Misc. NPDES Permit Docs","-2807753579069029758","WRD - NPDES","Permit","MI0020257 v7.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-2807753579069029758","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2023-11-13__-2807753579069029758__QA QC Report_Cadillac WWTP.docx.pdf","Downloaded",""
"2020-03-30","4-19 Sludge Data.pdf","came w/ em from WWTP","NPDES Submittal Docs","-2865070882730237278","WRD - NPDES","Application/Request","HNX-E8Q7-TQ4BF","Schedule - Biosolids Residuals Management Program (RMP) Submittal or Modification","https://mienviro.michigan.gov/ncore/downloadpdf/-2865070882730237278","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-03-30__-2865070882730237278__4-19 Sludge Data.pdf.pdf","Downloaded",""
"2025-01-31","25.01.PFOS.Pace.pdf","1/24/2025 WWTP PFAS effluent sample results","Form Submission Attachments","-2878420644219278617","WRD - NPDES","Application/Request","HQA-1Y8Z-BBRZS","Schedule - PFAS POTW Effluent Monitoring Report","https://mienviro.michigan.gov/ncore/downloadpdf/-2878420644219278617","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-01-31__-2878420644219278617__25.01.PFOS.Pace.pdf.pdf","Downloaded",""
"2020-06-12","DMR Daily - MI0020257 _05_01_2020_to_05_31_2020_V1.docx","DMR Daily Data for period 05/01/2020 - 05/31/2020_V1","Schedule - DMR Documents","-2734719407847125814","WRD - NPDES","Permit","MI0020257 v6.0","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-2734719407847125814","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2020-06-12__-2734719407847125814__DMR Daily - MI0020257 _05_01_2020_to_05_31_2020_V1.docx.pdf","Downloaded",""
"2025-08-01","HQE-GX1V-TH10E_v1.pdf","Submission PDF","Form Submission Attachments","-2789065301880376783","WRD - NPDES","Application/Request","HQE-GX1V-TH10E","Schedule - Biosolids PFAS Monitoring Report","https://mienviro.michigan.gov/ncore/downloadpdf/-2789065301880376783","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2025-08-01__-2789065301880376783__HQE-GX1V-TH10E_v1.pdf.pdf","Downloaded",""
"2019-06-18","DMR Summary - MI0020257 _10_01_2017_to_10_31_2017_V2.docx","DMR Summary Data for period 10/01/2017 - 10/31/2017_V2","Schedule - DMR Documents","-2706824661229254575","WRD - NPDES","Permit","MI0020257 v5.1","NPDES Individual Permit","https://mienviro.michigan.gov/ncore/downloadpdf/-2706824661229254575","F:\WWTP DOCUMENT DIVE\Cadillac_MiEnviro_2011-2026\documents\2019-06-18__-2706824661229254575__DMR Summary - MI0020257 _10_01_2017_to_10_31_2017_V2.docx.pdf","Downloaded",""
